job_title,salary_usd,experience_level,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name,experience_level_enc,company_size_enc,education_required_enc,employment_type_FL,employment_type_FT,employment_type_PT,company_location_freq,employee_residence_freq
Autonomous Systems Engineer,257030,EX,United States,S,Romania,50,"Git, Linux, Python",PhD,18,Manufacturing,6.3,Algorithmic Solutions,3,0,3,0,0,1,0.05314625850340136,0.00816326530612245
Machine Learning Researcher,298282,EX,Denmark,L,Denmark,50,"Kubernetes, SQL, GCP, PyTorch, Mathematics",Associate,17,Telecommunications,5.5,Machine Intelligence Group,3,2,0,0,1,0,0.049829931972789114,0.03843537414965986
AI Product Manager,179602,SE,Japan,L,Japan,50,"Docker, Python, NLP, MLOps",Bachelor,8,Gaming,7.6,Predictive Systems,2,2,1,0,0,1,0.050085034013605444,0.03988095238095238
Data Analyst,116229,SE,United Kingdom,M,Latvia,100,"Kubernetes, Docker, MLOps, Git",Bachelor,8,Finance,9.8,DataVision Ltd,2,1,1,0,0,1,0.052636054421768705,0.004166666666666667
AI Consultant,89607,MI,Canada,S,Canada,50,"Computer Vision, AWS, SQL",Associate,2,Government,5.1,AI Innovations,1,0,0,0,0,1,0.053316326530612246,0.04336734693877551
Data Engineer,122519,SE,Israel,M,Israel,50,"Data Visualization, MLOps, Hadoop, Docker",Bachelor,8,Manufacturing,7.3,Machine Intelligence Group,2,1,1,0,0,1,0.05187074829931973,0.04098639455782313
Data Scientist,147112,SE,Denmark,M,Denmark,0,"SQL, GCP, Java, Statistics",Associate,7,Retail,5.9,Future Systems,2,1,0,1,0,0,0.049829931972789114,0.03843537414965986
AI Specialist,63772,SE,China,M,China,0,"PyTorch, Java, GCP, Mathematics",PhD,8,Retail,8.2,Advanced Robotics,2,1,3,0,0,1,0.050085034013605444,0.04353741496598639
Head of AI,116248,SE,Sweden,M,Sweden,100,"Python, TensorFlow, PyTorch",Associate,9,Transportation,5.7,AI Innovations,2,1,0,1,0,0,0.05085034013605442,0.03988095238095238
Computer Vision Engineer,90861,MI,Norway,S,Norway,0,"Linux, SQL, R, Git, AWS",Associate,4,Telecommunications,7.9,Predictive Systems,1,0,0,1,0,0,0.04846938775510204,0.03903061224489796
AI Specialist,256495,EX,Norway,L,Norway,0,"Python, TensorFlow, Hadoop, Java",Bachelor,13,Transportation,8.7,Neural Networks Co,3,2,1,0,0,1,0.04846938775510204,0.03903061224489796
NLP Engineer,78676,EN,Sweden,M,Sweden,100,"Mathematics, Hadoop, Python, Spark",PhD,0,Gaming,9.9,Autonomous Tech,0,1,3,0,0,0,0.05085034013605442,0.03988095238095238
Autonomous Systems Engineer,58968,EN,Germany,L,Germany,50,"PyTorch, Java, TensorFlow, R, GCP",Associate,0,Telecommunications,6.4,DataVision Ltd,0,2,0,0,0,1,0.05136054421768708,0.04149659863945578
Principal Data Scientist,112962,SE,United Kingdom,M,Canada,100,"SQL, Python, Kubernetes, TensorFlow, Docker",Associate,9,Media,6.9,Machine Intelligence Group,2,1,0,0,1,0,0.052636054421768705,0.04336734693877551
Computer Vision Engineer,52691,EN,Sweden,S,Italy,0,"PyTorch, Computer Vision, Tableau, TensorFlow",Bachelor,0,Education,6.4,Machine Intelligence Group,0,0,1,0,0,0,0.05085034013605442,0.005612244897959183
Machine Learning Researcher,133335,SE,Germany,M,Germany,100,"MLOps, Kubernetes, PyTorch, Statistics, SQL",PhD,8,Real Estate,8.7,Future Systems,2,1,3,1,0,0,0.05136054421768708,0.04149659863945578
Data Analyst,168512,SE,Sweden,L,Canada,100,"GCP, Data Visualization, Python",PhD,7,Transportation,9.1,Algorithmic Solutions,2,2,3,1,0,0,0.05085034013605442,0.04336734693877551
AI Product Manager,70419,SE,China,M,China,0,"Hadoop, Scala, Tableau, PyTorch, Mathematics",PhD,5,Manufacturing,5.4,Advanced Robotics,2,1,3,1,0,0,0.050085034013605444,0.04353741496598639
AI Research Scientist,100642,MI,Norway,S,Vietnam,100,"Scala, SQL, MLOps",PhD,4,Media,7.8,Smart Analytics,1,0,3,0,0,0,0.04846938775510204,0.007227891156462585
AI Product Manager,73047,EN,Canada,M,Australia,100,"NLP, Computer Vision, Python, Hadoop, TensorFlow",Associate,1,Finance,8.6,Predictive Systems,0,1,0,0,0,1,0.053316326530612246,0.039965986394557826
Computer Vision Engineer,151655,EX,Japan,S,Japan,0,"Scala, SQL, MLOps, Azure, Kubernetes",Bachelor,17,Energy,9.8,DataVision Ltd,3,0,1,0,1,0,0.050085034013605444,0.03988095238095238
Computer Vision Engineer,87266,EN,United Kingdom,L,United Kingdom,100,"Tableau, Python, Computer Vision, MLOps, Azure",PhD,0,Telecommunications,5.1,DataVision Ltd,0,2,3,0,0,0,0.052636054421768705,0.042006802721088435
NLP Engineer,82281,MI,France,M,France,50,"SQL, Spark, Hadoop",PhD,4,Technology,6.0,Algorithmic Solutions,1,1,3,1,0,0,0.050255102040816325,0.04319727891156463
Robotics Engineer,143315,EX,Ireland,M,Ireland,100,"Linux, Data Visualization, Docker",Associate,16,Healthcare,8.1,Cognitive Computing,3,1,0,0,1,0,0.05127551020408163,0.04311224489795919
Robotics Engineer,137089,EX,Germany,S,Germany,50,"Java, PyTorch, Hadoop",Master,10,Manufacturing,9.5,Predictive Systems,3,0,2,0,0,0,0.05136054421768708,0.04149659863945578
Autonomous Systems Engineer,54380,EN,Germany,S,Germany,0,"Linux, Python, Git, Statistics",Master,0,Finance,9.6,DataVision Ltd,0,0,2,0,0,1,0.05136054421768708,0.04149659863945578
AI Software Engineer,89933,MI,Japan,M,Japan,100,"Python, Docker, Azure, AWS",PhD,3,Telecommunications,8.2,DeepTech Ventures,1,1,3,0,0,1,0.050085034013605444,0.03988095238095238
Data Engineer,65035,EN,Austria,S,Philippines,0,"TensorFlow, Data Visualization, Tableau, Scala",Associate,0,Energy,9.1,Cognitive Computing,0,0,0,1,0,0,0.04625850340136054,0.00586734693877551
ML Ops Engineer,135479,EX,Austria,S,Austria,50,"SQL, TensorFlow, Tableau, Hadoop, Spark",Bachelor,19,Telecommunications,6.1,TechCorp Inc,3,0,1,0,1,0,0.04625850340136054,0.03860544217687075
Data Analyst,111272,MI,Switzerland,M,Italy,0,"R, Spark, Statistics, GCP",Master,2,Finance,6.6,Machine Intelligence Group,1,1,2,0,0,0,0.04957482993197279,0.005612244897959183
NLP Engineer,110714,EX,China,M,China,100,"NLP, Scala, Kubernetes, Python",Master,15,Finance,7.9,TechCorp Inc,3,1,2,1,0,0,0.050085034013605444,0.04353741496598639
Deep Learning Engineer,201876,SE,Switzerland,M,Switzerland,0,"SQL, Hadoop, Python, Computer Vision, Statistics",PhD,7,Media,9.8,Algorithmic Solutions,2,1,3,0,1,0,0.04957482993197279,0.04175170068027211
Robotics Engineer,221861,EX,Ireland,S,Ireland,100,"Kubernetes, GCP, Linux, SQL, Data Visualization",Bachelor,10,Manufacturing,7.2,TechCorp Inc,3,0,1,1,0,0,0.05127551020408163,0.04311224489795919
ML Ops Engineer,71794,SE,China,M,China,50,"GCP, Java, Python, Git, NLP",Master,8,Telecommunications,8.3,Quantum Computing Inc,2,1,2,1,0,0,0.050085034013605444,0.04353741496598639
Autonomous Systems Engineer,179992,EX,Japan,M,Japan,50,"Scala, Azure, Deep Learning, Data Visualization",Master,10,Media,8.4,Future Systems,3,1,2,1,0,0,0.050085034013605444,0.03988095238095238
Data Analyst,121164,EX,South Korea,S,South Korea,50,"GCP, Git, Deep Learning, Docker",Bachelor,12,Education,5.9,Machine Intelligence Group,3,0,1,1,0,0,0.053061224489795916,0.04013605442176871
NLP Engineer,111868,EX,China,L,China,50,"Linux, Git, R, Docker",Master,13,Gaming,5.4,Autonomous Tech,3,2,2,0,1,0,0.050085034013605444,0.04353741496598639
Machine Learning Researcher,228052,EX,Denmark,S,Denmark,0,"Hadoop, Python, Computer Vision, Git, Scala",Bachelor,13,Real Estate,7.0,TechCorp Inc,3,0,1,1,0,0,0.049829931972789114,0.03843537414965986
Computer Vision Engineer,68609,MI,South Korea,S,South Korea,50,"Kubernetes, Linux, Docker",Master,3,Transportation,7.1,Smart Analytics,1,0,2,0,1,0,0.053061224489795916,0.04013605442176871
AI Architect,59837,SE,China,S,China,50,"R, Tableau, Python, TensorFlow",PhD,8,Healthcare,7.7,Neural Networks Co,2,0,3,0,0,0,0.050085034013605444,0.04353741496598639
ML Ops Engineer,85336,MI,Ireland,M,Ireland,100,"Kubernetes, TensorFlow, Tableau, MLOps, Data Visualization",Master,4,Manufacturing,6.4,TechCorp Inc,1,1,2,0,0,0,0.05127551020408163,0.04311224489795919
AI Product Manager,250927,EX,Finland,L,Finland,50,"Python, Kubernetes, Tableau, Hadoop, Data Visualization",Master,11,Healthcare,7.2,Algorithmic Solutions,3,2,2,1,0,0,0.04855442176870748,0.03792517006802721
Data Scientist,90978,MI,United Kingdom,S,United Kingdom,100,"Scala, MLOps, TensorFlow",PhD,4,Healthcare,6.4,Algorithmic Solutions,1,0,3,0,0,1,0.052636054421768705,0.042006802721088435
ML Ops Engineer,104092,MI,France,L,France,50,"NLP, Docker, TensorFlow, Python, Azure",PhD,2,Retail,8.3,Algorithmic Solutions,1,2,3,1,0,0,0.050255102040816325,0.04319727891156463
ML Ops Engineer,110875,MI,Switzerland,S,Switzerland,100,"Hadoop, Python, Data Visualization",Master,3,Education,7.1,Autonomous Tech,1,0,2,0,1,0,0.04957482993197279,0.04175170068027211
AI Research Scientist,96459,EN,Singapore,L,Austria,100,"Data Visualization, Azure, Mathematics, PyTorch",PhD,0,Manufacturing,7.4,DataVision Ltd,0,2,3,0,1,0,0.05204081632653061,0.03860544217687075
ML Ops Engineer,108902,MI,United Kingdom,M,United Kingdom,0,"Linux, MLOps, Data Visualization",Bachelor,3,Technology,9.9,Future Systems,1,1,1,0,1,0,0.052636054421768705,0.042006802721088435
AI Research Scientist,75148,EN,Switzerland,M,Colombia,0,"NLP, Java, Kubernetes, Git",Master,1,Gaming,10.0,Machine Intelligence Group,0,1,2,1,0,0,0.04957482993197279,0.006377551020408163
Computer Vision Engineer,120263,EX,South Korea,M,Chile,100,"Python, GCP, Spark",Bachelor,13,Retail,6.7,Predictive Systems,3,1,1,0,1,0,0.053061224489795916,0.005272108843537415
Autonomous Systems Engineer,132926,SE,Canada,M,Canada,100,"R, Deep Learning, Hadoop",Bachelor,9,Healthcare,6.3,Advanced Robotics,2,1,1,0,0,0,0.053316326530612246,0.04336734693877551
Computer Vision Engineer,117447,SE,Canada,M,Canada,50,"Git, Python, TensorFlow",Bachelor,7,Gaming,6.4,Predictive Systems,2,1,1,0,1,0,0.053316326530612246,0.04336734693877551
AI Consultant,136939,SE,Denmark,M,Denmark,0,"Java, GCP, Python, R, Computer Vision",Master,5,Education,6.8,Autonomous Tech,2,1,2,0,1,0,0.049829931972789114,0.03843537414965986
Data Engineer,148941,SE,Germany,M,Germany,0,"Python, NLP, Docker, GCP",Bachelor,6,Media,9.1,Digital Transformation LLC,2,1,1,0,0,1,0.05136054421768708,0.04149659863945578
Computer Vision Engineer,78463,MI,Japan,S,Japan,50,"Scala, Data Visualization, Git",Associate,3,Manufacturing,9.4,TechCorp Inc,1,0,0,0,0,0,0.050085034013605444,0.03988095238095238
AI Architect,99684,MI,Japan,M,Malaysia,100,"R, SQL, Kubernetes",Master,4,Transportation,7.0,AI Innovations,1,1,2,1,0,0,0.050085034013605444,0.006377551020408163
Head of AI,66025,EN,Germany,M,Germany,50,"Python, R, TensorFlow, Statistics, AWS",Bachelor,1,Transportation,9.0,Machine Intelligence Group,0,1,1,0,0,1,0.05136054421768708,0.04149659863945578
AI Specialist,109290,EX,China,M,Switzerland,0,"Java, Python, Statistics, GCP, NLP",Master,11,Energy,9.8,Cognitive Computing,3,1,2,1,0,0,0.050085034013605444,0.04175170068027211
Data Analyst,189852,EX,Ireland,M,Ireland,100,"Azure, Spark, SQL, Python",Master,12,Automotive,8.2,AI Innovations,3,1,2,0,0,0,0.05127551020408163,0.04311224489795919
Deep Learning Engineer,156122,SE,Canada,L,Canada,100,"Spark, Tableau, Java, Data Visualization",Bachelor,5,Automotive,9.2,Predictive Systems,2,2,1,0,1,0,0.053316326530612246,0.04336734693877551
AI Research Scientist,207479,SE,Norway,L,China,0,"NLP, Python, Computer Vision, Mathematics",Master,7,Technology,6.2,Cloud AI Solutions,2,2,2,0,0,1,0.04846938775510204,0.04353741496598639
Research Scientist,65431,EN,United Kingdom,S,United Kingdom,100,"Docker, Tableau, Linux, Kubernetes",Associate,0,Transportation,8.0,Cloud AI Solutions,0,0,0,1,0,0,0.052636054421768705,0.042006802721088435
AI Architect,156844,SE,United States,S,United States,50,"Docker, Spark, NLP, SQL, R",Master,8,Telecommunications,5.8,Digital Transformation LLC,2,0,2,1,0,0,0.05314625850340136,0.042261904761904764
Data Engineer,125643,MI,United States,L,United States,100,"Linux, Mathematics, Deep Learning, Python, Statistics",Master,2,Media,9.7,Machine Intelligence Group,1,2,2,0,0,0,0.05314625850340136,0.042261904761904764
Data Scientist,124124,SE,France,S,France,50,"TensorFlow, PyTorch, Tableau, Computer Vision",PhD,6,Gaming,9.7,Cloud AI Solutions,2,0,3,0,0,0,0.050255102040816325,0.04319727891156463
Principal Data Scientist,118438,SE,United Kingdom,M,United Kingdom,50,"Spark, Kubernetes, Mathematics, Tableau",Master,9,Automotive,6.5,Cognitive Computing,2,1,2,0,1,0,0.052636054421768705,0.042006802721088435
Research Scientist,85322,EN,Denmark,S,Denmark,100,"Kubernetes, Scala, Mathematics, Azure",Bachelor,1,Healthcare,5.8,AI Innovations,0,0,1,0,0,0,0.049829931972789114,0.03843537414965986
Research Scientist,125674,SE,Canada,L,Ukraine,50,"MLOps, TensorFlow, Mathematics, AWS",Bachelor,9,Government,8.6,Neural Networks Co,2,2,1,0,0,0,0.053316326530612246,0.006802721088435374
AI Product Manager,97206,MI,United Kingdom,M,New Zealand,0,"TensorFlow, Scala, Deep Learning, Statistics, AWS",PhD,2,Consulting,9.6,Quantum Computing Inc,1,1,3,1,0,0,0.052636054421768705,0.007227891156462585
Machine Learning Engineer,135669,MI,Switzerland,S,Switzerland,100,"Kubernetes, SQL, Computer Vision, PyTorch",Bachelor,4,Transportation,5.8,Autonomous Tech,1,0,1,0,1,0,0.04957482993197279,0.04175170068027211
Head of AI,121903,SE,South Korea,M,South Korea,0,"Python, Hadoop, Mathematics, Tableau, Computer Vision",Master,8,Media,6.9,Advanced Robotics,2,1,2,0,0,0,0.053061224489795916,0.04013605442176871
NLP Engineer,71485,MI,Sweden,S,France,50,"R, Scala, Data Visualization",Bachelor,4,Gaming,7.1,AI Innovations,1,0,1,1,0,0,0.05085034013605442,0.04319727891156463
Head of AI,64103,EN,Austria,M,Austria,100,"Scala, NLP, Java, GCP, Azure",Master,1,Technology,6.0,Algorithmic Solutions,0,1,2,1,0,0,0.04625850340136054,0.03860544217687075
NLP Engineer,33734,MI,China,S,China,50,"R, SQL, NLP, Azure",Associate,4,Gaming,7.2,Smart Analytics,1,0,0,0,1,0,0.050085034013605444,0.04353741496598639
Data Scientist,155133,SE,Japan,M,Japan,50,"MLOps, AWS, R",Associate,8,Education,8.7,Machine Intelligence Group,2,1,0,1,0,0,0.050085034013605444,0.03988095238095238
Principal Data Scientist,143701,SE,Israel,M,Israel,100,"Tableau, SQL, Scala, Azure",Associate,8,Media,6.2,DataVision Ltd,2,1,0,0,0,0,0.05187074829931973,0.04098639455782313
Machine Learning Researcher,122314,EX,South Korea,S,Portugal,50,"R, Java, AWS, Deep Learning",PhD,10,Manufacturing,7.9,DeepTech Ventures,3,0,3,0,1,0,0.053061224489795916,0.005782312925170068
Data Engineer,72736,MI,Japan,S,Germany,50,"R, Python, Data Visualization, PyTorch",Associate,2,Telecommunications,8.9,AI Innovations,1,0,0,0,0,0,0.050085034013605444,0.04149659863945578
Data Analyst,270558,EX,Norway,S,Norway,0,"GCP, Python, MLOps, Tableau, Kubernetes",Master,17,Media,9.3,Neural Networks Co,3,0,2,1,0,0,0.04846938775510204,0.03903061224489796
AI Specialist,95849,MI,South Korea,L,South Korea,50,"Tableau, Kubernetes, PyTorch",Bachelor,4,Automotive,6.0,DeepTech Ventures,1,2,1,1,0,0,0.053061224489795916,0.04013605442176871
Data Scientist,63765,EN,Austria,S,Austria,50,"Scala, Linux, NLP, Tableau",Associate,1,Healthcare,9.6,Quantum Computing Inc,0,0,0,1,0,0,0.04625850340136054,0.03860544217687075
Research Scientist,66275,EN,Japan,S,Japan,50,"Python, Tableau, SQL, MLOps",Master,1,Manufacturing,7.8,Cloud AI Solutions,0,0,2,0,0,1,0.050085034013605444,0.03988095238095238
ML Ops Engineer,242363,EX,Israel,L,Israel,50,"PyTorch, SQL, Linux, Docker, Azure",Bachelor,16,Manufacturing,8.1,Future Systems,3,2,1,1,0,0,0.05187074829931973,0.04098639455782313
Data Engineer,120333,EX,Canada,S,Brazil,100,"Java, NLP, MLOps, TensorFlow",Master,13,Government,7.2,Smart Analytics,3,0,2,0,1,0,0.053316326530612246,0.006292517006802721
Autonomous Systems Engineer,113953,MI,Israel,L,Israel,50,"GCP, PyTorch, Tableau",Bachelor,2,Healthcare,9.1,Cloud AI Solutions,1,2,1,0,1,0,0.05187074829931973,0.04098639455782313
Machine Learning Engineer,100903,SE,Austria,S,Austria,0,"Docker, Python, AWS, Spark, TensorFlow",Bachelor,5,Education,8.2,Future Systems,2,0,1,0,0,0,0.04625850340136054,0.03860544217687075
Head of AI,82315,MI,Finland,M,Finland,0,"Java, Computer Vision, Tableau, Python",PhD,2,Media,5.4,DataVision Ltd,1,1,3,1,0,0,0.04855442176870748,0.03792517006802721
Data Engineer,128723,SE,Canada,S,Canada,100,"Scala, Tableau, Python",Master,7,Transportation,5.8,DeepTech Ventures,2,0,2,0,0,0,0.053316326530612246,0.04336734693877551
AI Software Engineer,205240,EX,Canada,S,Canada,0,"TensorFlow, Kubernetes, Statistics, R, MLOps",PhD,19,Technology,7.4,Future Systems,3,0,3,0,1,0,0.053316326530612246,0.04336734693877551
Machine Learning Engineer,168577,SE,Australia,L,Indonesia,100,"Hadoop, Kubernetes, Scala, Azure",Bachelor,6,Transportation,6.2,Cognitive Computing,2,2,1,1,0,0,0.047448979591836735,0.006462585034013605
AI Product Manager,49147,EN,Germany,S,Germany,0,"Data Visualization, Docker, Spark, TensorFlow, Statistics",PhD,1,Gaming,8.1,TechCorp Inc,0,0,3,1,0,0,0.05136054421768708,0.04149659863945578
Data Analyst,80985,EN,Japan,M,Japan,50,"Python, PyTorch, Spark, Mathematics, AWS",PhD,0,Technology,6.3,Machine Intelligence Group,0,1,3,0,0,1,0.050085034013605444,0.03988095238095238
Principal Data Scientist,84340,EN,Japan,L,Japan,0,"MLOps, Git, Java, Kubernetes",Bachelor,1,Transportation,7.1,Machine Intelligence Group,0,2,1,0,0,1,0.050085034013605444,0.03988095238095238
AI Research Scientist,62366,EN,Finland,M,Singapore,50,"Spark, SQL, Hadoop, AWS",PhD,1,Gaming,5.4,Cognitive Computing,0,1,3,0,0,0,0.04855442176870748,0.04175170068027211
Computer Vision Engineer,211602,EX,Norway,L,Turkey,50,"AWS, Hadoop, NLP, Computer Vision, Statistics",Master,16,Real Estate,7.3,Neural Networks Co,3,2,2,1,0,0,0.04846938775510204,0.006037414965986395
Data Scientist,116275,EX,China,L,China,50,"Scala, Java, Spark, Docker",Master,17,Media,9.0,DeepTech Ventures,3,2,2,0,0,1,0.050085034013605444,0.04353741496598639
ML Ops Engineer,123361,SE,Germany,L,Germany,0,"NLP, Spark, Hadoop, Python",Master,6,Media,8.9,TechCorp Inc,2,2,2,1,0,0,0.05136054421768708,0.04149659863945578
Computer Vision Engineer,78318,MI,Germany,S,Germany,100,"Data Visualization, Python, Java",Bachelor,2,Manufacturing,8.5,Cognitive Computing,1,0,1,1,0,0,0.05136054421768708,0.04149659863945578
AI Consultant,102539,SE,Ireland,M,New Zealand,50,"Linux, TensorFlow, PyTorch, Data Visualization",Associate,7,Technology,9.1,Neural Networks Co,2,1,0,0,0,1,0.05127551020408163,0.007227891156462585
NLP Engineer,133682,SE,Singapore,M,Singapore,100,"Data Visualization, Kubernetes, R, AWS, NLP",Master,6,Technology,8.7,TechCorp Inc,2,1,2,0,0,1,0.05204081632653061,0.04175170068027211
Computer Vision Engineer,58677,EN,Finland,M,Finland,100,"R, PyTorch, Azure, SQL, Statistics",Master,1,Gaming,9.4,Digital Transformation LLC,0,1,2,1,0,0,0.04855442176870748,0.03792517006802721
AI Research Scientist,49530,MI,China,M,China,50,"Kubernetes, GCP, Python",PhD,3,Transportation,5.3,Algorithmic Solutions,1,1,3,0,0,1,0.050085034013605444,0.04353741496598639
Computer Vision Engineer,91734,MI,Israel,L,Israel,50,"Scala, SQL, PyTorch, Spark",Associate,3,Transportation,7.9,Digital Transformation LLC,1,2,0,0,1,0,0.05187074829931973,0.04098639455782313
Deep Learning Engineer,223449,EX,Denmark,S,Denmark,0,"Linux, Computer Vision, Git",Associate,16,Real Estate,5.9,AI Innovations,3,0,0,0,1,0,0.049829931972789114,0.03843537414965986
Data Engineer,111124,EN,Denmark,L,China,0,"Spark, GCP, Data Visualization",Master,0,Technology,8.5,Neural Networks Co,0,2,2,0,0,0,0.049829931972789114,0.04353741496598639
Data Engineer,268727,EX,Australia,L,Australia,100,"Kubernetes, SQL, Data Visualization, Tableau, Spark",Bachelor,13,Technology,6.1,DeepTech Ventures,3,2,1,0,1,0,0.047448979591836735,0.039965986394557826
Head of AI,188935,EX,Austria,L,Austria,0,"Java, AWS, R",PhD,14,Retail,5.0,AI Innovations,3,2,3,0,1,0,0.04625850340136054,0.03860544217687075
AI Specialist,69817,MI,Canada,M,Philippines,0,"Git, Statistics, Mathematics, Spark, Azure",Bachelor,2,Technology,9.8,Quantum Computing Inc,1,1,1,1,0,0,0.053316326530612246,0.00586734693877551
Deep Learning Engineer,75872,EN,Singapore,S,Netherlands,0,"Hadoop, MLOps, Python, Computer Vision, Docker",Associate,0,Retail,8.4,Digital Transformation LLC,0,0,0,0,1,0,0.05204081632653061,0.04047619047619048
Deep Learning Engineer,270691,EX,United Kingdom,L,United Kingdom,100,"Tableau, Azure, Java, SQL, Computer Vision",Master,16,Education,6.9,Neural Networks Co,3,2,2,0,0,0,0.052636054421768705,0.042006802721088435
Research Scientist,105485,SE,Germany,S,Germany,0,"Statistics, Azure, Python",PhD,7,Manufacturing,8.1,Cloud AI Solutions,2,0,3,0,0,1,0.05136054421768708,0.04149659863945578
