job_title,experience_level,company_location,company_size,employee_residence,remote_ratio,education_required,years_experience,industry,benefits_score
AI Specialist,SE,Austria,L,Luxembourg,0,Master,8,Technology,8.5
Research Scientist,EN,Canada,M,Canada,50,PhD,1,Manufacturing,6.9
Principal Data Scientist,SE,Austria,S,Netherlands,100,Master,9,Education,8.8
ML Ops Engineer,SE,Australia,L,Australia,100,Bachelor,5,Telecommunications,5.4
Machine Learning Engineer,SE,China,S,China,50,Master,6,Automotive,9.8
AI Software Engineer,EN,Norway,M,Netherlands,50,Bachelor,1,Automotive,5.1
Data Scientist,EX,China,S,Italy,50,Associate,10,Real Estate,8.2
ML Ops Engineer,EX,Israel,S,Austria,100,Bachelor,16,Transportation,5.1
Robotics Engineer,EX,France,L,China,100,PhD,11,Healthcare,5.9
Machine Learning Engineer,MI,India,M,India,50,PhD,2,Real Estate,9.1
AI Research Scientist,SE,Austria,L,Austria,100,Associate,6,Manufacturing,8.3
Data Scientist,MI,Canada,S,New Zealand,50,Master,2,Energy,6.7
Machine Learning Engineer,MI,France,S,France,0,Associate,3,Energy,7.5
ML Ops Engineer,EN,Denmark,L,Denmark,0,Master,1,Automotive,5.7
Machine Learning Researcher,MI,United States,L,Estonia,50,Master,2,Finance,9.7
Robotics Engineer,MI,United States,L,Mexico,0,Bachelor,3,Transportation,9.6
Robotics Engineer,SE,Singapore,M,Singapore,0,Associate,9,Telecommunications,8.8
Head of AI,EN,China,S,China,0,Bachelor,1,Consulting,9.3
AI Research Scientist,SE,Denmark,S,Denmark,0,Master,5,Telecommunications,9.9
AI Software Engineer,EX,Canada,M,Canada,50,Master,16,Real Estate,5.4
Head of AI,SE,Israel,L,Israel,50,PhD,9,Government,5.4
Machine Learning Researcher,MI,Canada,S,Canada,0,Bachelor,2,Gaming,6.2
Machine Learning Researcher,EN,Ireland,S,Ireland,0,Bachelor,0,Consulting,8.4
Research Scientist,EN,Germany,M,Germany,0,Bachelor,0,Government,6.9
Head of AI,EX,Australia,L,Australia,50,Bachelor,17,Government,8.3
NLP Engineer,MI,Ireland,L,Ireland,50,PhD,2,Education,9.6
AI Architect,MI,United Kingdom,S,United Kingdom,100,Master,3,Retail,7.3
Data Engineer,SE,Ireland,S,Singapore,50,PhD,7,Manufacturing,8.8
Autonomous Systems Engineer,EX,Singapore,L,Singapore,50,PhD,16,Energy,5.3
Machine Learning Researcher,EX,Japan,L,Luxembourg,50,PhD,15,Technology,9.7
NLP Engineer,SE,Sweden,S,Sweden,50,Bachelor,7,Automotive,9.1
AI Research Scientist,MI,China,L,China,100,Bachelor,3,Telecommunications,6.0
Data Scientist,MI,Netherlands,S,Netherlands,100,PhD,2,Finance,8.8
Data Engineer,EX,United Kingdom,M,United Kingdom,50,Master,17,Finance,5.7
Research Scientist,EN,China,M,China,0,Master,1,Media,7.8
AI Architect,EN,Ireland,M,Ireland,0,Associate,1,Energy,7.9
Research Scientist,MI,Israel,M,Israel,50,Associate,4,Transportation,8.9
Computer Vision Engineer,MI,Sweden,M,Luxembourg,50,Bachelor,3,Healthcare,9.2
AI Software Engineer,EN,United Kingdom,M,Portugal,0,Associate,1,Technology,8.1
Computer Vision Engineer,MI,United States,M,United States,100,Bachelor,4,Consulting,8.8
Data Analyst,EN,Ireland,S,South Africa,0,Bachelor,0,Government,8.3
NLP Engineer,EN,Finland,S,Finland,50,Associate,1,Finance,8.8
Robotics Engineer,EN,Switzerland,S,India,100,Bachelor,1,Automotive,6.0
Deep Learning Engineer,EX,Denmark,S,Luxembourg,0,Associate,17,Real Estate,8.8
Head of AI,SE,Israel,M,Israel,50,PhD,7,Gaming,6.3
Data Scientist,MI,South Korea,S,China,50,PhD,2,Gaming,9.2
Research Scientist,EX,Israel,L,Israel,100,Bachelor,16,Transportation,6.2
Head of AI,EX,United Kingdom,M,United Kingdom,50,PhD,19,Retail,5.8
Research Scientist,SE,United States,S,United States,50,PhD,5,Finance,7.9
Data Scientist,SE,China,L,Denmark,100,Bachelor,8,Telecommunications,6.3
Head of AI,EX,Netherlands,S,Brazil,50,PhD,10,Healthcare,8.5
NLP Engineer,EN,Germany,M,Germany,50,Associate,0,Automotive,7.3
Robotics Engineer,SE,Ireland,L,Thailand,50,PhD,8,Real Estate,7.0
Machine Learning Engineer,SE,Finland,L,United Kingdom,0,PhD,8,Real Estate,5.2
Head of AI,EX,Singapore,S,Singapore,50,Master,15,Finance,9.7
AI Consultant,EN,Austria,L,Poland,50,Bachelor,0,Healthcare,7.5
Autonomous Systems Engineer,SE,Australia,M,Australia,50,Bachelor,7,Telecommunications,8.5
AI Specialist,SE,Norway,S,Germany,100,Master,6,Consulting,8.8
AI Consultant,MI,Germany,M,China,50,Master,3,Gaming,5.9
Deep Learning Engineer,EN,France,S,Philippines,50,Associate,0,Consulting,8.4
AI Software Engineer,EX,Japan,S,Israel,100,Master,15,Automotive,9.4
AI Research Scientist,MI,France,L,China,50,Master,2,Consulting,8.9
Data Scientist,MI,Finland,L,Finland,50,PhD,2,Consulting,5.3
Data Analyst,EX,Germany,M,Germany,50,PhD,10,Real Estate,9.8
Data Analyst,SE,Denmark,L,Denmark,100,Associate,6,Retail,8.8
Machine Learning Researcher,EX,Switzerland,M,Switzerland,100,Master,17,Government,6.0
Deep Learning Engineer,MI,Finland,L,Finland,50,Master,3,Technology,5.3
Computer Vision Engineer,EX,Netherlands,M,Finland,100,PhD,11,Consulting,6.3
Autonomous Systems Engineer,SE,Australia,L,Australia,100,Bachelor,6,Government,7.8
AI Consultant,SE,Japan,L,Japan,100,Bachelor,7,Technology,7.5
ML Ops Engineer,SE,Netherlands,S,Ghana,0,Master,8,Education,5.4
Deep Learning Engineer,EN,United States,S,United States,100,Bachelor,1,Government,8.3
Machine Learning Engineer,SE,Germany,M,Germany,50,Master,5,Technology,8.9
Robotics Engineer,MI,Norway,S,China,100,Bachelor,4,Retail,7.2
ML Ops Engineer,MI,Germany,M,Germany,0,Bachelor,2,Media,9.5
Deep Learning Engineer,MI,Norway,M,Norway,50,Master,4,Technology,7.1
ML Ops Engineer,SE,Germany,M,Germany,0,PhD,9,Healthcare,9.7
Research Scientist,EN,Australia,L,Australia,100,Associate,0,Government,9.2
Robotics Engineer,SE,France,S,France,50,Associate,8,Technology,9.8
Data Engineer,SE,India,L,India,0,Associate,9,Consulting,8.4
Data Scientist,MI,Finland,L,Finland,0,Master,2,Media,8.2
Robotics Engineer,MI,Germany,M,Germany,50,Bachelor,2,Energy,9.4
NLP Engineer,EX,Japan,M,Japan,100,PhD,10,Media,8.2
Principal Data Scientist,MI,Singapore,L,Luxembourg,100,PhD,4,Real Estate,7.7
Research Scientist,SE,France,L,France,100,PhD,6,Gaming,9.1
Autonomous Systems Engineer,EN,Switzerland,M,Switzerland,100,PhD,1,Telecommunications,9.0
Principal Data Scientist,MI,South Korea,M,South Korea,50,Bachelor,2,Healthcare,5.2
Data Analyst,MI,South Korea,S,South Korea,100,Bachelor,3,Media,9.9
Data Engineer,MI,United Kingdom,M,United Kingdom,50,PhD,4,Manufacturing,5.8
Deep Learning Engineer,SE,Israel,L,Israel,50,Bachelor,5,Retail,5.9
Autonomous Systems Engineer,EX,Germany,M,Germany,50,Associate,10,Energy,7.6
AI Architect,SE,Germany,L,Germany,0,Associate,6,Telecommunications,7.9
Deep Learning Engineer,SE,Israel,S,Israel,0,Master,9,Energy,5.5
Autonomous Systems Engineer,EX,Austria,S,Austria,0,Bachelor,18,Retail,9.9
Data Analyst,EX,Ireland,S,Ireland,0,PhD,11,Technology,9.0
AI Research Scientist,SE,Germany,L,Germany,0,Master,7,Consulting,6.7
Robotics Engineer,EX,Germany,S,Germany,0,Master,10,Real Estate,9.7
AI Research Scientist,MI,Germany,M,Germany,0,Bachelor,2,Finance,8.7
Data Scientist,MI,Germany,S,Germany,100,Associate,2,Retail,6.2
NLP Engineer,EX,South Korea,L,South Korea,100,Master,14,Healthcare,8.7
Head of AI,MI,Japan,S,Japan,100,PhD,2,Energy,8.6
AI Research Scientist,SE,Australia,L,Australia,50,Associate,7,Manufacturing,9.9
AI Architect,SE,France,S,Belgium,50,PhD,6,Manufacturing,7.1
Deep Learning Engineer,EN,Australia,L,Australia,0,Associate,0,Energy,9.2
AI Architect,MI,Finland,L,Finland,100,Master,4,Gaming,5.9
NLP Engineer,EN,Denmark,M,Ireland,100,Master,1,Finance,5.6
Research Scientist,EX,Netherlands,L,Netherlands,100,Associate,18,Media,9.3
Machine Learning Researcher,SE,Ireland,L,Ireland,100,Bachelor,8,Consulting,7.1
Deep Learning Engineer,EN,Australia,S,Australia,50,Bachelor,0,Government,6.4
NLP Engineer,EN,China,S,Singapore,0,PhD,1,Energy,5.5
Autonomous Systems Engineer,EX,China,M,Canada,0,Master,12,Education,10.0
AI Specialist,EN,Norway,S,Norway,0,PhD,0,Government,9.9
Machine Learning Engineer,SE,Austria,S,Austria,50,Master,7,Transportation,7.9
Data Analyst,EX,Canada,S,Canada,50,Bachelor,16,Consulting,9.2
AI Architect,EX,Norway,M,Norway,50,Bachelor,12,Media,9.9
Data Engineer,MI,Singapore,S,New Zealand,0,PhD,3,Finance,6.5
AI Specialist,SE,Canada,M,New Zealand,100,Master,7,Media,5.1
NLP Engineer,EX,Denmark,M,Denmark,100,PhD,11,Real Estate,7.4
Head of AI,SE,Australia,S,Australia,50,PhD,8,Real Estate,7.6
AI Research Scientist,SE,India,M,India,0,Master,6,Gaming,9.3
AI Consultant,EN,Sweden,L,Sweden,50,Master,0,Automotive,5.0
Head of AI,EX,South Korea,L,Nigeria,100,PhD,17,Energy,6.0
Data Analyst,MI,Finland,S,Kenya,100,PhD,2,Real Estate,8.1
Computer Vision Engineer,SE,Switzerland,S,Switzerland,0,PhD,5,Consulting,8.7
Robotics Engineer,SE,Israel,M,Israel,0,Master,5,Energy,8.3
Autonomous Systems Engineer,EX,United Kingdom,L,Russia,0,Bachelor,13,Technology,8.9
Machine Learning Researcher,MI,South Korea,S,Malaysia,50,PhD,3,Telecommunications,5.6
Data Analyst,MI,Finland,L,Finland,100,PhD,2,Manufacturing,6.7
ML Ops Engineer,EX,United Kingdom,M,United Kingdom,0,Master,11,Technology,5.6
AI Architect,EN,India,L,India,50,PhD,1,Media,8.5
AI Software Engineer,SE,United States,M,Netherlands,100,Master,7,Media,9.0
Machine Learning Engineer,EN,Canada,S,Romania,100,Master,1,Energy,6.7
Computer Vision Engineer,EN,United States,L,Malaysia,100,PhD,0,Government,9.4
Head of AI,SE,South Korea,S,South Korea,100,Master,9,Energy,8.4
NLP Engineer,MI,Norway,S,Norway,50,PhD,2,Consulting,7.2
Research Scientist,EX,Norway,S,Thailand,50,Master,13,Energy,9.6
Robotics Engineer,EX,Switzerland,S,Romania,100,Master,16,Healthcare,9.1
AI Software Engineer,SE,United States,S,United States,0,PhD,8,Energy,7.9
AI Architect,SE,Netherlands,L,Netherlands,100,Associate,5,Consulting,9.3
Robotics Engineer,MI,Israel,S,Israel,100,Associate,2,Finance,5.3
NLP Engineer,SE,Netherlands,L,Netherlands,50,Bachelor,9,Consulting,8.5
Machine Learning Engineer,SE,Canada,L,Germany,100,PhD,5,Healthcare,9.2
AI Architect,MI,Germany,L,Germany,100,Associate,3,Real Estate,5.1
Machine Learning Researcher,EX,Denmark,S,Singapore,50,Master,10,Telecommunications,9.8
Computer Vision Engineer,EX,Finland,S,Netherlands,100,Master,11,Healthcare,9.1
Computer Vision Engineer,MI,United Kingdom,S,Italy,50,PhD,2,Real Estate,5.4
Robotics Engineer,SE,Canada,L,Canada,100,Bachelor,5,Finance,5.4
AI Specialist,EX,Singapore,L,Singapore,50,Associate,13,Healthcare,9.0
ML Ops Engineer,SE,Austria,L,Austria,50,Master,5,Telecommunications,6.0
AI Architect,EX,United Kingdom,S,United Kingdom,50,PhD,15,Finance,8.6
Principal Data Scientist,MI,Japan,S,Australia,100,Master,3,Education,7.6
Robotics Engineer,EX,Germany,S,Thailand,0,PhD,19,Technology,7.9
NLP Engineer,SE,United States,S,United States,0,PhD,6,Media,9.2
Robotics Engineer,MI,Switzerland,L,Switzerland,50,PhD,3,Media,8.0
Data Analyst,EN,Sweden,S,Indonesia,100,PhD,1,Education,6.9
AI Consultant,EN,Canada,L,Austria,50,Bachelor,1,Telecommunications,8.7
Data Scientist,SE,Canada,L,Austria,100,Master,6,Energy,7.2
Autonomous Systems Engineer,EN,Austria,S,Austria,0,Bachelor,0,Government,5.6
AI Specialist,MI,Israel,M,Kenya,0,Master,3,Technology,5.5
AI Software Engineer,SE,South Korea,S,South Korea,100,Bachelor,5,Finance,6.2
AI Consultant,EN,Germany,L,Vietnam,100,Bachelor,1,Real Estate,7.5
Principal Data Scientist,EX,Denmark,M,Denmark,50,PhD,14,Manufacturing,9.2
NLP Engineer,SE,Norway,M,Estonia,0,Master,6,Education,8.5
NLP Engineer,EX,Netherlands,S,Netherlands,100,Bachelor,17,Government,7.8
AI Software Engineer,EN,Netherlands,S,Finland,50,Bachelor,1,Gaming,9.0
Data Engineer,SE,Japan,L,Japan,0,Master,5,Retail,6.0
Head of AI,SE,Austria,S,Austria,50,Bachelor,6,Automotive,6.4
Data Engineer,SE,Finland,M,Denmark,50,Associate,7,Gaming,5.0
Research Scientist,EX,South Korea,M,Czech Republic,0,Master,12,Finance,7.9
AI Consultant,EN,Australia,M,Australia,50,PhD,0,Education,6.1
AI Consultant,SE,Japan,S,Japan,0,PhD,8,Healthcare,7.3
AI Specialist,EN,France,L,Japan,0,Bachelor,1,Government,5.2
AI Consultant,EN,France,L,Israel,50,Bachelor,0,Transportation,9.1
Computer Vision Engineer,EX,China,L,China,50,Associate,15,Gaming,9.7
Deep Learning Engineer,EN,Ireland,L,Ireland,100,Associate,0,Media,9.5
Data Analyst,EX,Germany,S,Germany,0,Master,15,Retail,6.5
Deep Learning Engineer,EX,Ireland,S,Ireland,100,Associate,17,Real Estate,7.8
AI Specialist,MI,Switzerland,M,Switzerland,0,Associate,2,Technology,6.2
Research Scientist,EN,Norway,S,Singapore,0,PhD,1,Telecommunications,6.7
Autonomous Systems Engineer,EX,Austria,M,Latvia,50,Master,19,Government,8.8
Data Scientist,MI,India,M,India,100,PhD,4,Consulting,9.1
Data Engineer,SE,Switzerland,S,Switzerland,50,Master,5,Media,5.0
AI Product Manager,SE,Finland,S,Mexico,100,Master,8,Retail,7.1
Autonomous Systems Engineer,EN,Israel,M,Israel,100,Master,1,Technology,8.2
Data Scientist,SE,United States,L,United States,50,PhD,9,Retail,6.3
AI Consultant,EN,China,M,China,50,Associate,0,Gaming,7.8
AI Consultant,MI,Israel,S,Israel,100,Associate,2,Consulting,5.5
Data Analyst,EX,India,L,India,50,PhD,19,Manufacturing,9.5
NLP Engineer,MI,Norway,L,Sweden,50,Master,2,Energy,7.1
AI Consultant,MI,South Korea,L,South Africa,50,Bachelor,4,Retail,9.8
Deep Learning Engineer,SE,Netherlands,L,Netherlands,0,Bachelor,7,Media,5.2
AI Research Scientist,EX,France,L,France,0,Bachelor,15,Finance,9.7
Autonomous Systems Engineer,MI,China,L,China,100,Master,2,Media,9.1
Machine Learning Engineer,EN,Switzerland,L,Switzerland,50,Bachelor,1,Real Estate,8.1
Data Scientist,EX,China,M,China,50,Bachelor,19,Government,8.6
AI Product Manager,EX,Singapore,M,Netherlands,100,Bachelor,10,Finance,7.1
Autonomous Systems Engineer,SE,United States,L,United States,100,Bachelor,6,Finance,7.5
AI Specialist,EN,South Korea,L,Estonia,50,Bachelor,0,Manufacturing,8.0
ML Ops Engineer,MI,United States,S,Finland,0,Associate,2,Government,9.2
Data Analyst,EX,Israel,M,Israel,0,Associate,18,Gaming,5.6
ML Ops Engineer,MI,Denmark,L,Denmark,0,Bachelor,4,Gaming,8.3
Robotics Engineer,EN,India,L,India,50,Associate,0,Consulting,5.7
Deep Learning Engineer,SE,Norway,S,Norway,100,Bachelor,7,Government,5.6
Machine Learning Researcher,SE,Singapore,S,Singapore,50,Master,7,Automotive,9.2
AI Specialist,MI,Sweden,S,Brazil,0,Master,2,Media,7.1
Computer Vision Engineer,EX,Sweden,M,Sweden,50,Associate,19,Gaming,8.7
Robotics Engineer,EX,Canada,L,Canada,50,Bachelor,12,Finance,5.4
Autonomous Systems Engineer,EX,Singapore,S,Israel,100,Associate,17,Technology,8.5
Data Analyst,EN,United Kingdom,L,United Kingdom,100,Master,1,Real Estate,6.4
Data Analyst,EX,United States,S,Estonia,100,Associate,12,Finance,9.9
Head of AI,EX,Singapore,M,Singapore,100,Master,19,Transportation,7.2
AI Software Engineer,EN,Germany,L,Germany,0,Master,1,Finance,8.2
AI Software Engineer,MI,Israel,L,Israel,0,Master,2,Gaming,6.8
NLP Engineer,EN,France,L,France,0,PhD,1,Media,9.0
AI Product Manager,EN,China,S,China,50,PhD,1,Education,9.9
Machine Learning Researcher,EN,United Kingdom,L,Colombia,50,Associate,1,Manufacturing,7.4
AI Product Manager,SE,India,S,India,100,PhD,5,Manufacturing,7.1
Data Engineer,MI,France,L,France,50,PhD,3,Manufacturing,7.5
Machine Learning Researcher,EX,India,S,India,50,Bachelor,10,Media,5.7
Data Scientist,MI,Ireland,L,Ireland,100,Associate,4,Real Estate,5.2
Machine Learning Engineer,EX,United States,S,United States,50,Associate,15,Consulting,8.9
Machine Learning Researcher,EX,Denmark,L,Denmark,50,Bachelor,10,Manufacturing,6.1
AI Software Engineer,MI,Australia,S,Australia,50,Master,3,Technology,7.0
Deep Learning Engineer,EN,Switzerland,L,Switzerland,0,PhD,1,Gaming,5.9
AI Research Scientist,EX,India,M,India,50,Associate,10,Real Estate,5.9
Head of AI,EN,Israel,S,Israel,0,PhD,0,Real Estate,9.1
AI Research Scientist,MI,Switzerland,S,Switzerland,100,PhD,3,Healthcare,8.6
NLP Engineer,MI,Singapore,M,Singapore,0,PhD,3,Real Estate,8.2
Computer Vision Engineer,EX,Denmark,M,France,50,Bachelor,14,Automotive,7.9
AI Architect,SE,Singapore,S,Singapore,0,Master,7,Government,9.4
AI Research Scientist,EX,Finland,S,Finland,0,PhD,10,Technology,6.7
Data Scientist,EX,Finland,L,Finland,100,Associate,10,Government,9.1
Robotics Engineer,MI,South Korea,L,South Korea,0,Associate,4,Finance,5.2
Principal Data Scientist,EX,Germany,M,Colombia,50,Associate,19,Automotive,5.4
AI Product Manager,EX,India,S,India,50,Bachelor,11,Consulting,9.1
Deep Learning Engineer,SE,United Kingdom,S,Switzerland,100,Bachelor,5,Government,5.8
Research Scientist,EX,Finland,S,Finland,100,Bachelor,12,Manufacturing,9.1
Machine Learning Researcher,EX,China,M,United States,50,Bachelor,11,Consulting,8.1
Deep Learning Engineer,SE,Israel,L,Kenya,100,PhD,6,Automotive,7.3
AI Specialist,SE,Denmark,M,Denmark,100,Bachelor,6,Telecommunications,8.1
Data Analyst,SE,Canada,M,Nigeria,50,Bachelor,9,Government,5.7
NLP Engineer,EN,Switzerland,M,Switzerland,0,PhD,0,Media,8.7
AI Consultant,MI,Australia,S,Austria,100,Master,4,Real Estate,5.2
AI Architect,EN,Australia,M,Portugal,0,Associate,0,Real Estate,5.6
AI Research Scientist,EX,Norway,L,Norway,100,Associate,12,Automotive,9.4
ML Ops Engineer,MI,Israel,M,Czech Republic,0,Master,4,Finance,6.5
Computer Vision Engineer,MI,China,L,China,0,Associate,4,Transportation,8.9
Computer Vision Engineer,SE,Singapore,L,Spain,0,PhD,5,Healthcare,6.4
Computer Vision Engineer,MI,United Kingdom,S,United Kingdom,100,Associate,3,Gaming,8.6
Deep Learning Engineer,EX,South Korea,S,China,0,Associate,11,Real Estate,10.0
Machine Learning Researcher,MI,United States,M,United States,0,PhD,3,Retail,6.9
Deep Learning Engineer,EX,Singapore,M,Singapore,50,Master,11,Technology,5.6
AI Consultant,EN,United States,S,United States,0,Bachelor,1,Telecommunications,6.8
Data Analyst,MI,Israel,L,Israel,50,Associate,3,Telecommunications,5.2
AI Product Manager,SE,Switzerland,M,Germany,50,Associate,6,Gaming,7.1
Principal Data Scientist,MI,United Kingdom,L,United Kingdom,50,Bachelor,4,Retail,5.9
Data Analyst,EX,United States,M,United States,50,Bachelor,13,Retail,9.2
Autonomous Systems Engineer,MI,United States,L,United States,0,Bachelor,4,Healthcare,6.2
AI Architect,SE,India,M,India,0,PhD,9,Automotive,6.9
AI Software Engineer,MI,Denmark,M,Malaysia,50,Master,3,Education,6.6
Deep Learning Engineer,SE,Netherlands,L,Netherlands,100,Bachelor,9,Healthcare,7.8
AI Architect,MI,Switzerland,M,Czech Republic,100,Bachelor,2,Retail,7.8
AI Product Manager,EX,Norway,S,Norway,0,PhD,18,Automotive,8.8
AI Research Scientist,MI,China,L,China,50,PhD,4,Telecommunications,5.4
Data Engineer,MI,France,L,Russia,100,PhD,4,Real Estate,5.9
Robotics Engineer,SE,Norway,L,Norway,100,Master,6,Telecommunications,8.9
AI Research Scientist,SE,Norway,L,Norway,0,Bachelor,9,Gaming,9.3
Data Engineer,SE,Germany,M,Germany,100,Associate,8,Finance,6.9
AI Product Manager,MI,Netherlands,S,Netherlands,0,Associate,2,Real Estate,5.8
Data Engineer,SE,Canada,S,Russia,0,Bachelor,5,Government,5.3
AI Research Scientist,SE,Austria,M,Austria,50,Bachelor,8,Healthcare,6.3
Research Scientist,SE,Netherlands,L,Netherlands,50,Bachelor,8,Finance,8.8
Data Scientist,MI,Switzerland,M,Switzerland,100,Master,3,Transportation,8.1
Machine Learning Engineer,EX,China,M,China,50,Master,17,Education,8.9
Machine Learning Researcher,EN,Japan,M,Japan,0,Bachelor,0,Retail,9.9
Principal Data Scientist,EN,Germany,M,Germany,0,Bachelor,1,Energy,5.8
AI Product Manager,SE,Netherlands,L,Netherlands,50,Associate,6,Manufacturing,7.0
Data Engineer,SE,South Korea,M,South Korea,100,PhD,5,Telecommunications,9.8
NLP Engineer,SE,Denmark,S,Denmark,50,Associate,9,Education,9.1
Data Analyst,SE,Denmark,L,Denmark,50,Associate,7,Government,9.4
Research Scientist,EN,Finland,M,Finland,100,Bachelor,0,Telecommunications,8.1
Data Analyst,SE,Japan,S,Japan,100,Associate,5,Technology,9.3
AI Specialist,EX,China,L,Indonesia,50,Master,17,Consulting,8.1
ML Ops Engineer,EX,South Korea,L,South Korea,50,Associate,14,Media,7.0
AI Specialist,MI,Canada,M,Canada,100,Master,4,Real Estate,8.8
Data Engineer,MI,South Korea,S,South Korea,100,PhD,2,Telecommunications,6.6
Research Scientist,EX,Australia,M,Australia,50,Bachelor,11,Consulting,9.5
Research Scientist,MI,Denmark,L,Philippines,50,PhD,2,Technology,8.1
AI Consultant,SE,France,S,France,100,Associate,8,Gaming,8.1
Machine Learning Researcher,SE,Australia,L,Australia,0,Associate,9,Media,5.4
AI Product Manager,EX,United Kingdom,L,United Kingdom,100,Master,11,Telecommunications,9.9
AI Product Manager,EX,Switzerland,S,Switzerland,100,PhD,18,Automotive,5.2
Data Engineer,EX,France,M,United States,0,Associate,12,Manufacturing,8.2
Deep Learning Engineer,MI,United States,S,Luxembourg,0,Master,2,Retail,7.3
Computer Vision Engineer,MI,Sweden,M,Sweden,100,Bachelor,4,Gaming,5.8
Computer Vision Engineer,EX,Canada,S,Canada,0,PhD,11,Healthcare,5.4
AI Specialist,EN,Denmark,L,South Korea,100,Bachelor,1,Retail,9.9
